;team;date;attaque;milieu;defense;budget_transfert
6117;Borussia Dortmund FIFA 13;20 Septembre 2013 ;80;80;80;€17.500.000
6118;FC Schalke 04 FIFA 13;20 Septembre 2013 ;83;78;75;€10.000.000
6119;Bayer 04 Leverkusen FIFA 13;20 Septembre 2013 ;79;74;75;€10.000.000
6120;VfL Wolfsbourg FIFA 13;20 Septembre 2013 ;77;77;74;€25.000.000
6121;VfB Stuttgart FIFA 13;20 Septembre 2013 ;78;75;74;€7.000.000
6122;Hanovre 96 FIFA 13;20 Septembre 2013 ;78;74;73;€8.000.000
6123;Hambourg SV FIFA 13;20 Septembre 2013 ;74;75;73;€5.000.000
6124;SV Werder Bremen FIFA 13;20 Septembre 2013 ;73;74;74;€6.000.000
6125;Borussia Mönchengladbach FIFA 13;20 Septembre 2013 ;72;75;75;€10.000.000
6126;1899 Hoffenheim FIFA 13;20 Septembre 2013 ;74;74;71;€7.500.000
6127;Eintracht Francfort FIFA 13;20 Septembre 2013 ;72;74;73;€4.500.000
6128;1. FSV Mayence 05 FIFA 13;20 Septembre 2013 ;74;73;73;€4.500.000
6129;SC Fribourg FIFA 13;20 Septembre 2013 ;71;74;72;€2.500.000
6130;1. FC Nuremberg FIFA 13;20 Septembre 2013 ;71;72;73;€3.500.000
6131;FC Augsbourg FIFA 13;20 Septembre 2013 ;72;69;71;€2.000.000
6132;Fortuna Düsseldorf FIFA 13;20 Septembre 2013 ;71;70;71;€2.000.000
6133;SpVgg Greuther Fürth FIFA 13;20 Septembre 2013 ;72;70;68;€1.500.000
6134;FC Bayern Munich FIFA 13;31 Août 2012 ;83;84;81;€54.000.000
6135;Borussia Dortmund FIFA 13;31 Août 2012 ;79;79;80;€17.500.000
6136;FC Schalke 04 FIFA 13;31 Août 2012 ;85;78;76;€10.000.000
6137;Bayer 04 Leverkusen FIFA 13;31 Août 2012 ;76;76;75;€10.000.000
6138;VfB Stuttgart FIFA 13;31 Août 2012 ;77;76;75;€7.000.000
6139;VfL Wolfsbourg FIFA 13;31 Août 2012 ;76;75;75;€25.000.000
6140;Hanovre 96 FIFA 13;31 Août 2012 ;77;75;74;€8.000.000
6141;Borussia Mönchengladbach FIFA 13;31 Août 2012 ;75;74;74;€10.000.000
6142;Hambourg SV FIFA 13;31 Août 2012 ;73;74;73;€5.000.000
6143;1899 Hoffenheim FIFA 13;31 Août 2012 ;78;73;73;€7.500.000
6144;SV Werder Bremen FIFA 13;31 Août 2012 ;75;73;74;€6.000.000
6145;1. FSV Mayence 05 FIFA 13;31 Août 2012 ;74;73;72;€4.500.000
6146;1. FC Nuremberg FIFA 13;31 Août 2012 ;74;72;72;€3.500.000
6147;Eintracht Francfort FIFA 13;31 Août 2012 ;72;73;72;€4.500.000
6148;FC Augsbourg FIFA 13;31 Août 2012 ;74;71;70;€2.000.000
6149;SC Fribourg FIFA 13;31 Août 2012 ;71;73;71;€2.500.000
6150;SpVgg Greuther Fürth FIFA 13;31 Août 2012 ;70;70;70;€1.500.000
6151;Fortuna Düsseldorf FIFA 13;31 Août 2012 ;68;70;68;€2.000.000
6152;Bayern Munich FIFA 12;10 Février 2012 ;86;86;81;€54.000.000
6153;Borussia Dortmund FIFA 12;10 Février 2012 ;80;80;79;€15.000.000
6154;Bayer 04 Leverkusen FIFA 12;10 Février 2012 ;78;79;75;€18.000.000
6155;FC Schalke 04 FIFA 12;10 Février 2012 ;84;78;75;€10.000.000
6156;VfB Stuttgart FIFA 12;10 Février 2012 ;76;76;75;€7.000.000
6157;Hambourg SV FIFA 12;10 Février 2012 ;79;75;74;€8.000.000
6158;Hannover 96 FIFA 12;10 Février 2012 ;78;75;75;€7.000.000
6159;VfL Wolfsbourg FIFA 12;10 Février 2012 ;78;75;73;€25.000.000
6160;Werder Brême FIFA 12;10 Février 2012 ;78;73;74;€8.000.000
6161;1. FC Köln FIFA 12;10 Février 2012 ;80;74;74;€5.000.000
6162;Borussia M'gladbach FIFA 12;10 Février 2012 ;77;74;74;€6.000.000
6163;TSG 1899 Hoffenheim FIFA 12;10 Février 2012 ;75;76;74;€8.500.000
6164;Hertha BSC FIFA 12;10 Février 2012 ;74;74;73;€4.000.000
6165;1. FSV Mayence 05 FIFA 12;10 Février 2012 ;74;73;73;€5.500.000
6166;1. FC Nürnberg FIFA 12;10 Février 2012 ;73;72;73;€3.000.000
6167;1. Kaiserslautern FIFA 12;10 Février 2012 ;71;71;71;€5.000.000
6168;SC Fribourg FIFA 12;10 Février 2012 ;73;73;69;€2.500.000
6169;FC Augsbourg FIFA 12;10 Février 2012 ;71;68;69;€2.000.000
6170;Bayern Munich FIFA 12;1 Septembre 2011 ;86;85;79;€54.000.000
6171;Borussia Dortmund FIFA 12;1 Septembre 2011 ;83;79;79;€15.000.000
6172;Bayer 04 Leverkusen FIFA 12;1 Septembre 2011 ;79;79;76;€18.000.000
6173;FC Schalke 04 FIFA 12;1 Septembre 2011 ;82;77;75;€10.000.000
6174;VfL Wolfsbourg FIFA 12;1 Septembre 2011 ;78;76;74;€25.000.000
6175;Hambourg SV FIFA 12;1 Septembre 2011 ;81;74;75;€8.000.000
6176;VfB Stuttgart FIFA 12;1 Septembre 2011 ;78;76;73;€7.000.000
6177;Werder Brême FIFA 12;1 Septembre 2011 ;78;75;74;€8.000.000
6178;1. FC Köln FIFA 12;1 Septembre 2011 ;78;75;73;€5.000.000
6179;TSG 1899 Hoffenheim FIFA 12;1 Septembre 2011 ;77;74;75;€8.500.000
6180;Hannover 96 FIFA 12;1 Septembre 2011 ;77;74;74;€7.000.000
6181;1. FSV Mayence 05 FIFA 12;1 Septembre 2011 ;75;73;73;€5.500.000
6182;SC Fribourg FIFA 12;1 Septembre 2011 ;81;72;71;€2.500.000
6183;Borussia M'gladbach FIFA 12;1 Septembre 2011 ;73;73;72;€6.000.000
6184;1. Kaiserslautern FIFA 12;1 Septembre 2011 ;74;69;71;€5.000.000
6185;1. FC Nürnberg FIFA 12;1 Septembre 2011 ;72;73;71;€3.000.000
6186;Hertha BSC FIFA 12;1 Septembre 2011 ;70;74;71;€4.000.000
6187;FC Augsbourg FIFA 12;1 Septembre 2011 ;70;68;70;€2.000.000
6188;Bayern Munich FIFA 11;1 Septembre 2010 ;82;83;78;€54.000.000
6189;VfL Wolfsbourg FIFA 11;1 Septembre 2010 ;83;77;77;€30.000.000
6190;Bayer 04 Leverkusen FIFA 11;1 Septembre 2010 ;80;80;77;€11.000.000
6191;Werder Brême FIFA 11;1 Septembre 2010 ;79;78;78;€16.000.000
6192;Hambourg SV FIFA 11;1 Septembre 2010 ;79;78;78;€15.000.000
6193;FC Schalke 04 FIFA 11;1 Septembre 2010 ;79;79;75;€18.000.000
6194;Borussia Dortmund FIFA 11;1 Septembre 2010 ;77;77;76;€7.500.000
6195;TSG 1899 Hoffenheim FIFA 11;1 Septembre 2010 ;78;75;76;€15.000.000
6196;VfB Stuttgart FIFA 11;1 Septembre 2010 ;77;76;76;€12.000.000
6197;Eintracht Francfort FIFA 11;1 Septembre 2010 ;75;75;72;€7.000.000
6198;FC Cologne FIFA 11;1 Septembre 2010 ;78;71;73;€5.000.000
6199;Borussia M'gladbach FIFA 11;1 Septembre 2010 ;75;74;74;€6.000.000
6200;Hannover 96 FIFA 11;1 Septembre 2010 ;75;69;73;€4.000.000
6201;FSV Mayence 05 FIFA 11;1 Septembre 2010 ;72;72;71;€2.500.000
6202;FC Nuremberg FIFA 11;1 Septembre 2010 ;70;70;71;€2.000.000
6203;SC Fribourg FIFA 11;1 Septembre 2010 ;72;70;70;€1.500.000
6204;FC St. Pauli FIFA 11;1 Septembre 2010 ;71;70;68;€1.500.000
6205;Kaiserslautern FIFA 11;1 Septembre 2010 ;69;69;69;€5.000.000
6206;Bayern München FIFA 10;1 Septembre 2009 ;85;83;81;€80.000.000
6207;VfL Wolfsburg FIFA 10;1 Septembre 2009 ;83;79;77;€40.000.000
6208;Werder Bremen FIFA 10;1 Septembre 2009 ;80;79;78;€30.000.000
6209;Hamburger SV FIFA 10;1 Septembre 2009 ;79;80;76;€20.000.000
6210;VfB Stuttgart FIFA 10;1 Septembre 2009 ;79;78;76;€28.000.000
6211;FC Schalke 04 FIFA 10;1 Septembre 2009 ;79;78;76;€8.500.000
6212;Bayer 04 Leverkusen FIFA 10;1 Septembre 2009 ;76;79;77;€10.000.000
6213;TSG 1899 Hoffenheim FIFA 10;1 Septembre 2009 ;79;76;77;€20.000.000
6214;Borussia Dortmund FIFA 10;1 Septembre 2009 ;75;79;76;€12.000.000
6215;Hertha BSC FIFA 10;1 Septembre 2009 ;77;76;72;€7.500.000
6216;Eintracht Frankfurt FIFA 10;1 Septembre 2009 ;75;72;72;€7.500.000
6217;Hannover 96 FIFA 10;1 Septembre 2009 ;74;74;72;€5.000.000
6218;1. FC Köln FIFA 10;1 Septembre 2009 ;79;75;73;€11.000.000
6219;Borussia M'gladbach FIFA 10;1 Septembre 2009 ;74;73;71;€6.500.000
6220;VfL Bochum FIFA 10;1 Septembre 2009 ;75;72;71;€3.000.000
6221;1. FSV Mainz 05 FIFA 10;1 Septembre 2009 ;74;71;70;€2.500.000
6222;1. FC Nürnberg FIFA 10;1 Septembre 2009 ;71;70;71;€3.500.000
6223;SC Freiburg FIFA 10;1 Septembre 2009 ;71;70;68;€2.500.000
6224;Bayern de Munich FIFA 09;1 Septembre 2008 ;85;83;84;€60.000.000
6225;FC Schalke 04 FIFA 09;1 Septembre 2008 ;82;79;81;€35.000.000
6226;Werder de Brême FIFA 09;1 Septembre 2008 ;79;82;78;€30.000.000
6227;VfB Stuttgart FIFA 09;1 Septembre 2008 ;81;76;76;€12.000.000
6228;Hambourg SV FIFA 09;1 Septembre 2008 ;79;78;77;€13.000.000
6229;Bayer Leverkusen FIFA 09;1 Septembre 2008 ;78;78;75;€10.000.000
6230;Borussia Dortmund FIFA 09;1 Septembre 2008 ;78;76;72;€15.000.000
6231;VfL Wolfsbourg FIFA 09;1 Septembre 2008 ;75;73;77;€20.000.000
6232;Hanovre 96 FIFA 09;1 Septembre 2008 ;75;75;75;€5.000.000
6233;Hertha BSC FIFA 09;1 Septembre 2008 ;78;74;74;€10.000.000
6234;Eintracht Francfort FIFA 09;1 Septembre 2008 ;77;73;71;€7.500.000
6235;VfL Bochum FIFA 09;1 Septembre 2008 ;75;74;71;€3.000.000
6236;Borussia Mönchengladbach FIFA 09;1 Septembre 2008 ;75;72;71;€6.500.000
6237;1. FC Cologne FIFA 09;1 Septembre 2008 ;73;73;72;€10.000.000
6238;Karlsruhe FIFA 09;1 Septembre 2008 ;69;71;71;€3.000.000
6239;Arminia Bielefeld FIFA 09;1 Septembre 2008 ;75;69;71;€3.500.000
6240;1899 Hoffenheim FIFA 09;1 Septembre 2008 ;75;69;68;€10.000.000
6241;Energie Cottbus FIFA 09;1 Septembre 2008 ;69;71;67;€3.500.000
6242;Bayern Munich FIFA 08;25 Août 2007 ;86;83;80;€80.000.000
6243;SV Werder Bremen FIFA 08;25 Août 2007 ;76;80;80;€25.000.000
6244;VfB Stuttgart FIFA 08;25 Août 2007 ;79;81;79;€15.000.000
6245;FC Schalke 04 FIFA 08;25 Août 2007 ;82;74;80;€35.000.000
6246;Hamburg SV FIFA 08;25 Août 2007 ;80;74;76;€9.000.000
6247;Borussia Dortmund FIFA 08;25 Août 2007 ;79;78;75;€7.500.000
6248;Bayer Leverkusen FIFA 08;25 Août 2007 ;76;75;74;€8.000.000
6249;Hannover 96 FIFA 08;25 Août 2007 ;76;72;74;€4.000.000
6250;FC Nürnberg FIFA 08;25 Août 2007 ;75;76;76;€4.500.000
6251;VfL Wolfsburg FIFA 08;25 Août 2007 ;78;75;73;€7.000.000
6252;Eintracht Frankfurt FIFA 08;25 Août 2007 ;76;77;76;€4.500.000
6253;Hertha BSC Berlin FIFA 08;25 Août 2007 ;74;74;77;€3.000.000
6254;Arminia Bielefeld FIFA 08;25 Août 2007 ;74;72;71;€2.500.000
6255;VfL Bochum FIFA 08;25 Août 2007 ;72;72;72;€2.000.000
6256;Karlsruher SC FIFA 08;25 Août 2007 ;68;71;71;€1.200.000
6257;MSV Duisburg FIFA 08;25 Août 2007 ;67;68;70;€2.000.000
6258;FC Energie Cottbus FIFA 08;25 Août 2007 ;71;66;66;€2.500.000
6259;FC Hansa Rostock FIFA 08;25 Août 2007 ;69;67;68;€1.500.000
6260;Bayern Munich FIFA 07;28 Août 2006 ;86;76;83;€45.000.000
6261;SV Werder Bremen FIFA 07;28 Août 2006 ;84;80;79;€25.000.000
6262;FC Schalke 04 FIFA 07;28 Août 2006 ;78;80;80;€25.000.000
6263;Borussia Dortmund FIFA 07;28 Août 2006 ;79;77;79;€4.500.000
6264;Hamburger Sport Verein FIFA 07;28 Août 2006 ;77;81;77;€15.000.000
6265;Bayer Leverkusen FIFA 07;28 Août 2006 ;77;80;75;€8.000.000
6266;VfB Stuttgart FIFA 07;28 Août 2006 ;79;71;77;€8.000.000
6267;Monchengladbach FIFA 07;28 Août 2006 ;79;71;76;€10.000.000
6268;VfL Wolfsburg FIFA 07;28 Août 2006 ;78;76;76;€5.000.000
6269;Hertha BSC Berlin FIFA 07;28 Août 2006 ;72;78;79;€2.000.000
6270;Eintracht Frankfurt FIFA 07;28 Août 2006 ;77;71;76;€3.000.000
6271;Hannover 96 FIFA 07;28 Août 2006 ;75;72;75;€300.000
6272;FC Nürnberg FIFA 07;28 Août 2006 ;79;73;71;€3.000.000
6273;Arminia Bielefeld FIFA 07;28 Août 2006 ;74;72;72;€2.500.000
6274;VfL Bochum FIFA 07;28 Août 2006 ;71;73;70;€2.000.000
6275;Mainz FIFA 07;28 Août 2006 ;71;70;75;€1.500.000
6276;Alemannia Aachen FIFA 07;28 Août 2006 ;70;71;66;€1.500.000
6277;FC Energie Cottbus FIFA 07;28 Août 2006 ;69;66;70;€1.300.000
6278;Bayern Munich FIFA 06;24 Août 2005 ;88;85;87;
6279;VfB Stuttgart FIFA 06;24 Août 2005 ;85;78;81;
6280;Werder Brême FIFA 06;24 Août 2005 ;84;80;77;
6281;Borussia Dortmund FIFA 06;24 Août 2005 ;83;74;83;
6282;Schalke 04 FIFA 06;24 Août 2005 ;81;79;81;
6283;Hertha Berlin FIFA 06;24 Août 2005 ;77;78;81;
6284;Bayer Leverkusen FIFA 06;24 Août 2005 ;81;76;78;
6285;Hambourg SV FIFA 06;24 Août 2005 ;82;73;79;
6286;Hanovre 96 FIFA 06;24 Août 2005 ;79;73;79;
6287;VfL Wolfsbourg FIFA 06;24 Août 2005 ;79;76;75;
6288;FC Cologne FIFA 06;24 Août 2005 ;83;72;73;
6289;Borussia Mönchengladbach FIFA 06;24 Août 2005 ;79;71;74;
6290;FC Nuremberg FIFA 06;24 Août 2005 ;78;68;73;
6291;FC Kaiserslautern FIFA 06;24 Août 2005 ;70;75;74;
6292;Arminia Bielefeld FIFA 06;24 Août 2005 ;76;71;71;
6293;Duisbourg FIFA 06;24 Août 2005 ;72;69;73;
6294;Eintracht Francfort FIFA 06;24 Août 2005 ;71;69;72;
6295;Mayence FIFA 06;24 Août 2005 ;70;69;72;
6296;Bayern Munich FIFA 05;8 Octobre 2004 ;88;88;84;
6297;VfB Stuttgart FIFA 05;8 Octobre 2004 ;81;79;85;
6298;Bayer Leverkusen FIFA 05;8 Octobre 2004 ;81;80;84;
6299;Borussia Dortmund FIFA 05;8 Octobre 2004 ;77;84;82;
6300;Hertha Berlin FIFA 05;8 Octobre 2004 ;81;80;77;
6301;VfL Wolfsbourg FIFA 05;8 Octobre 2004 ;81;80;76;
6302;Schalke 04 FIFA 05;8 Octobre 2004 ;83;74;80;
6303;Werder Brême FIFA 05;8 Octobre 2004 ;79;81;78;
6304;VfL Bochum FIFA 05;8 Octobre 2004 ;78;76;75;
6305;FC Kaiserslautern FIFA 05;8 Octobre 2004 ;74;78;76;
6306;Hambourg SV FIFA 05;8 Octobre 2004 ;80;71;77;
6307;Borussia Mönchengladbach FIFA 05;8 Octobre 2004 ;73;75;74;
6308;Hanovre 96 FIFA 05;8 Octobre 2004 ;73;71;75;
6309;Hansa Rostock FIFA 05;8 Octobre 2004 ;76;72;72;
6310;SC Fribourg FIFA 05;8 Octobre 2004 ;71;71;74;
6311;Arminia Bielefeld FIFA 05;8 Octobre 2004 ;72;72;70;
6312;Mayence FIFA 05;8 Octobre 2004 ;70;69;68;
6313;FC Nuremberg FIFA 05;8 Octobre 2004 ;68;68;64;
6314;Juventus FIFA 21;28 Janvier 2021 ;87;79;83;€105.000.000
6315;Inter FIFA 21;28 Janvier 2021 ;83;81;81;€99.500.000
6316;Naples FIFA 21;28 Janvier 2021 ;81;80;80;€56.000.000
6317;Lazio Rome FIFA 21;28 Janvier 2021 ;80;81;79;€39.000.000
6318;Atalanta FIFA 21;28 Janvier 2021 ;80;80;77;€28.000.000
6319;Milan FIFA 21;28 Janvier 2021 ;80;77;80;€37.000.000
6320;AS Rome FIFA 21;28 Janvier 2021 ;80;78;76;€46.000.000
6321;Torino FIFA 21;28 Janvier 2021 ;77;73;75;€15.500.000
6322;Fiorentina FIFA 21;28 Janvier 2021 ;76;76;73;€25.000.000
6323;Sassuolo FIFA 21;28 Janvier 2021 ;77;77;72;€13.500.000
6324;Cagliari FIFA 21;28 Janvier 2021 ;77;75;72;€10.000.000
6325;Sampdoria FIFA 21;28 Janvier 2021 ;76;75;72;€12.000.000
6326;Parma FIFA 21;28 Janvier 2021 ;75;75;73;€8.000.000
6327;Bologne FIFA 21;28 Janvier 2021 ;75;74;73;€15.000.000
6328;Hellas Vérone FIFA 21;28 Janvier 2021 ;75;74;72;€8.000.000
6329;Udinese FIFA 21;28 Janvier 2021 ;74;75;73;€8.000.000
6330;Genoa FIFA 21;28 Janvier 2021 ;71;74;75;€8.500.000
6331;Benevento FIFA 21;28 Janvier 2021 ;72;72;72;€5.500.000
6332;La Spezia FIFA 21;28 Janvier 2021 ;70;69;68;€2.700.000
6333;Crotone FIFA 21;28 Janvier 2021 ;69;69;71;€4.500.000
6334;Juventus FIFA 21;10 Décembre 2020 ;87;81;83;€105.000.000
6335;Inter FIFA 21;10 Décembre 2020 ;83;82;81;€99.500.000
6336;Lazio Rome FIFA 21;10 Décembre 2020 ;82;80;79;€39.000.000
6337;Naples FIFA 21;10 Décembre 2020 ;81;80;80;€56.000.000
6338;Milan FIFA 21;10 Décembre 2020 ;84;77;78;€37.000.000
6339;Atalanta FIFA 21;10 Décembre 2020 ;82;79;77;€28.000.000
6340;AS Rome FIFA 21;10 Décembre 2020 ;80;78;75;€46.000.000
6341;Torino FIFA 21;10 Décembre 2020 ;78;75;75;€15.500.000
6342;Fiorentina FIFA 21;10 Décembre 2020 ;77;76;75;€25.000.000
6343;Sassuolo FIFA 21;10 Décembre 2020 ;77;76;72;€13.500.000
6344;Cagliari FIFA 21;10 Décembre 2020 ;75;74;71;€10.000.000
6345;Sampdoria FIFA 21;10 Décembre 2020 ;77;74;72;€12.000.000
6346;Parma FIFA 21;10 Décembre 2020 ;75;75;72;€8.000.000
6347;Bologne FIFA 21;10 Décembre 2020 ;75;74;72;€15.000.000
6348;Hellas Vérone FIFA 21;10 Décembre 2020 ;75;74;71;€8.000.000
6349;Udinese FIFA 21;10 Décembre 2020 ;74;75;72;€8.000.000
6350;Genoa FIFA 21;10 Décembre 2020 ;71;71;74;€8.500.000
6351;Benevento FIFA 21;10 Décembre 2020 ;73;71;72;€5.500.000
6352;La Spezia FIFA 21;10 Décembre 2020 ;69;69;68;€2.700.000
6353;Crotone FIFA 21;10 Décembre 2020 ;68;69;71;€4.500.000
6354;Juventus FIFA 21;26 Novembre 2020 ;87;81;83;€105.000.000
6355;Inter FIFA 21;26 Novembre 2020 ;83;82;81;€99.500.000
6356;Lazio Rome FIFA 21;26 Novembre 2020 ;82;80;79;€39.000.000
6357;Naples FIFA 21;26 Novembre 2020 ;81;80;80;€56.000.000
6358;Milan FIFA 21;26 Novembre 2020 ;84;77;78;€37.000.000
6359;Atalanta FIFA 21;26 Novembre 2020 ;82;79;77;€28.000.000
6360;AS Rome FIFA 21;26 Novembre 2020 ;80;78;76;€46.000.000
6361;Torino FIFA 21;26 Novembre 2020 ;78;75;75;€15.500.000
6362;Fiorentina FIFA 21;26 Novembre 2020 ;75;78;76;€25.000.000
6363;Sassuolo FIFA 21;26 Novembre 2020 ;77;76;72;€13.500.000
6364;Cagliari FIFA 21;26 Novembre 2020 ;75;74;72;€10.000.000
6365;Sampdoria FIFA 21;26 Novembre 2020 ;77;74;72;€12.000.000
6366;Bologne FIFA 21;26 Novembre 2020 ;75;75;72;€15.000.000
6367;Parma FIFA 21;26 Novembre 2020 ;75;75;72;€8.000.000
6368;Udinese FIFA 21;26 Novembre 2020 ;74;75;72;€8.000.000
6369;Genoa FIFA 21;26 Novembre 2020 ;71;71;74;€8.500.000
6370;Hellas Vérone FIFA 21;26 Novembre 2020 ;75;74;71;€8.000.000
6371;Benevento FIFA 21;26 Novembre 2020 ;72;71;72;€5.500.000
6372;La Spezia FIFA 21;26 Novembre 2020 ;69;69;68;€2.700.000
6373;Crotone FIFA 21;26 Novembre 2020 ;68;69;70;€4.500.000
6374;Juventus FIFA 21;27 Octobre 2020 ;87;80;84;€105.000.000
6375;Inter FIFA 21;27 Octobre 2020 ;83;82;81;€99.500.000
6376;Naples FIFA 21;27 Octobre 2020 ;81;81;80;€56.000.000
6377;Lazio Rome FIFA 21;27 Octobre 2020 ;82;81;78;€39.000.000
6378;Atalanta FIFA 21;27 Octobre 2020 ;83;79;76;€28.000.000
6379;Milan FIFA 21;27 Octobre 2020 ;83;77;78;€37.000.000
6380;AS Rome FIFA 21;27 Octobre 2020 ;79;78;76;€46.000.000
6381;Torino FIFA 21;27 Octobre 2020 ;78;75;76;€15.500.000
6382;Fiorentina FIFA 21;27 Octobre 2020 ;77;77;76;€25.000.000
6383;Sassuolo FIFA 21;27 Octobre 2020 ;77;76;72;€13.500.000
6384;Cagliari FIFA 21;27 Octobre 2020 ;75;73;72;€10.000.000
6385;Udinese FIFA 21;27 Octobre 2020 ;74;76;72;€8.000.000
6386;Sampdoria FIFA 21;27 Octobre 2020 ;77;74;72;€12.000.000
6387;Bologne FIFA 21;27 Octobre 2020 ;75;75;73;€15.000.000
6388;Parma FIFA 21;27 Octobre 2020 ;75;75;72;€8.000.000
6389;Genoa FIFA 21;27 Octobre 2020 ;73;74;74;€8.500.000
6390;Hellas Vérone FIFA 21;27 Octobre 2020 ;75;73;71;€8.000.000
6391;Benevento FIFA 21;27 Octobre 2020 ;72;72;72;€5.500.000
6392;La Spezia FIFA 21;27 Octobre 2020 ;69;68;67;€2.700.000
6393;Crotone FIFA 21;27 Octobre 2020 ;67;69;70;€4.500.000
6394;Juventus FIFA 21;23 Septembre 2020 ;90;78;84;€105.000.000
6395;Inter FIFA 21;23 Septembre 2020 ;83;82;84;€99.500.000
6396;Lazio Rome FIFA 21;23 Septembre 2020 ;82;81;78;€39.000.000
6397;Naples FIFA 21;23 Septembre 2020 ;81;80;81;€56.000.000
6398;Atalanta FIFA 21;23 Septembre 2020 ;83;79;77;€28.000.000
6399;Milan FIFA 21;23 Septembre 2020 ;83;77;79;€37.000.000
6400;AS Rome FIFA 21;23 Septembre 2020 ;80;77;74;€46.000.000
6401;Torino FIFA 21;23 Septembre 2020 ;77;75;77;€15.500.000
6402;Fiorentina FIFA 21;23 Septembre 2020 ;77;76;76;€25.000.000
6403;Sassuolo FIFA 21;23 Septembre 2020 ;77;76;72;€13.500.000
6404;Cagliari FIFA 21;23 Septembre 2020 ;76;71;70;€10.000.000
6405;Bologne FIFA 21;23 Septembre 2020 ;75;75;72;€15.000.000
6406;Parma FIFA 21;23 Septembre 2020 ;75;74;73;€8.000.000
6407;Udinese FIFA 21;23 Septembre 2020 ;73;74;72;€8.000.000
6408;Genoa FIFA 21;23 Septembre 2020 ;72;74;74;€8.500.000
6409;Sampdoria FIFA 21;23 Septembre 2020 ;76;73;72;€12.000.000
6410;Hellas Vérone FIFA 21;23 Septembre 2020 ;73;74;69;€8.000.000
6411;Benevento FIFA 21;23 Septembre 2020 ;71;71;73;€5.500.000
6412;Crotone FIFA 21;23 Septembre 2020 ;69;67;70;€4.500.000
6413;La Spezia FIFA 21;23 Septembre 2020 ;65;68;68;€2.700.000
6414;Juventus FIFA 21;24 Août 2020 ;85;82;84;€105.000.000
6415;Inter FIFA 21;24 Août 2020 ;83;80;84;€99.500.000
6416;Naples FIFA 21;24 Août 2020 ;83;80;81;€56.000.000
6417;Lazio Rome FIFA 21;24 Août 2020 ;82;81;78;€39.000.000
6418;Atalanta FIFA 21;24 Août 2020 ;83;79;76;€28.000.000
6419;Milan FIFA 21;24 Août 2020 ;83;77;79;€37.000.000
6420;AS Rome FIFA 21;24 Août 2020 ;80;77;76;€46.000.000
6421;Torino FIFA 21;24 Août 2020 ;77;75;76;€15.500.000
6422;Sassuolo FIFA 21;24 Août 2020 ;77;76;71;€13.500.000
6423;Fiorentina FIFA 21;24 Août 2020 ;77;73;76;€25.000.000
6424;Cagliari FIFA 21;24 Août 2020 ;76;74;71;€10.000.000
6425;Sampdoria FIFA 21;24 Août 2020 ;77;73;72;€12.000.000
6426;Parma FIFA 21;24 Août 2020 ;76;74;73;€8.000.000
6427;Bologne FIFA 21;24 Août 2020 ;75;75;72;€15.000.000
6428;Hellas Vérone FIFA 21;24 Août 2020 ;74;75;73;€8.000.000
6429;Udinese FIFA 21;24 Août 2020 ;74;74;72;€8.000.000
6430;Genoa FIFA 21;24 Août 2020 ;72;72;74;€8.500.000
6431;Benevento FIFA 21;24 Août 2020 ;69;71;71;€5.500.000
6432;La Spezia FIFA 21;24 Août 2020 ;69;69;67;€2.700.000
6433;Crotone FIFA 21;24 Août 2020 ;68;68;67;€4.500.000
6434;Juventus FIFA 20;29 Juillet 2020 ;89;84;85;€90.000.000
6435;Naples FIFA 20;29 Juillet 2020 ;84;81;81;€49.500.000
6436;Inter FIFA 20;29 Juillet 2020 ;83;80;86;€53.000.000
6437;Lazio Rome FIFA 20;29 Juillet 2020 ;82;81;80;€21.000.000
6438;Milan FIFA 20;29 Juillet 2020 ;85;78;79;€39.000.000
6439;AS Rome FIFA 20;29 Juillet 2020 ;84;78;78;€41.000.000
6440;Atalanta FIFA 20;29 Juillet 2020 ;82;79;77;€12.000.000
6441;Torino FIFA 20;29 Juillet 2020 ;79;76;77;€15.000.000
6442;Cagliari FIFA 20;29 Juillet 2020 ;78;76;73;€10.000.000
6443;Fiorentina FIFA 20;29 Juillet 2020 ;76;74;75;€23.000.000
6444;Udinese FIFA 20;29 Juillet 2020 ;75;75;74;€8.000.000
6445;Genoa FIFA 20;29 Juillet 2020 ;75;74;75;€8.500.000
6446;Sampdoria FIFA 20;29 Juillet 2020 ;78;73;73;€14.000.000
6447;Sassuolo FIFA 20;29 Juillet 2020 ;77;75;71;€16.000.000
6448;Parma FIFA 20;29 Juillet 2020 ;75;74;73;€8.000.000
6449;Bologne FIFA 20;29 Juillet 2020 ;74;76;73;€15.000.000
6450;Hellas Vérone FIFA 20;29 Juillet 2020 ;74;75;74;€8.000.000
6451;SPAL FIFA 20;29 Juillet 2020 ;75;71;71;€5.000.000
6452;Brescia FIFA 20;29 Juillet 2020 ;74;72;70;€5.000.000
6453;Lecce FIFA 20;29 Juillet 2020 ;72;71;72;€6.000.000
6454;Juventus FIFA 20;24 Juin 2020 ;89;84;85;€90.000.000
6455;Naples FIFA 20;24 Juin 2020 ;84;81;81;€49.500.000
6456;Inter FIFA 20;24 Juin 2020 ;83;80;86;€53.000.000
6457;Lazio Rome FIFA 20;24 Juin 2020 ;82;81;80;€21.000.000
6458;Milan FIFA 20;24 Juin 2020 ;85;78;79;€39.000.000
