;player;club;date;taille;poid;meilleur_pied;age;valeur;salaire;controles;dribbles;marquage;tacle_glisse;tacle_debout;engagement;reactivite;placement;intercept;vista;discipline;passe_centre;passe_courte;passe_longue;phy_acceleration;phy_endurance;phy_force; phy_equilibre;phy_vitesse;phy_agilite;phy_detente;tir_tete;tir_frappe;tir_finition;tir_loin;tir_effet;tir_precision;tir_penalty;tir_volee;gardien_placement;gardien_plongeon;gardien_main;gardien_pied;gardien_reflexe;phy_equilibre
382;Chris;Eintracht Francfort;24 Août 2005 ;186 cm;78 kg;Droit;26;;;59;34;79;78;;69;66;;;;54;41;56;51;64;61;71;;62;;;71;67;;41.0;;26;;;22;;21;;20;
383;Markus Husterer;Eintracht Francfort;24 Août 2005 ;185 cm;83 kg;Droit;22;;;53;38;66;64;;63;53;;;;59;44;53;47;73;70;67;;69;;;69;58;;38.0;;28;;;20;;20;;22;
384;Francisco Copado;Eintracht Francfort;24 Août 2005 ;171 cm;65 kg;Droit;31;;;72;72;38;29;;66;74;;;;62;66;71;52;79;74;71;;78;;;36;69;;66.0;;81;;;21;;20;;22;
385;Andree Wiedener;Eintracht Francfort;24 Août 2005 ;175 cm;70 kg;Gauche;35;;;52;20;69;67;;57;72;;;;51;54;63;41;56;73;77;;61;;;72;52;;24.0;;20;;;22;;24;;22;
386;Stefan Lexa;Eintracht Francfort;24 Août 2005 ;180 cm;74 kg;Droit;28;;;69;67;41;41;;67;66;;;;59;72;72;56;68;72;74;;64;;;42;48;;49.0;;52;;;21;;20;;23;
387;Markus Weissenberger;Eintracht Francfort;24 Août 2005 ;168 cm;65 kg;Gauche;30;;;78;69;31;38;;64;64;;;;69;54;74;73;66;78;68;;54;;;31;66;;68.0;;53;;;22;;22;;22;
388;Christopher Reinhard;Eintracht Francfort;24 Août 2005 ;185 cm;74 kg;Gauche;20;;;39;36;63;67;;48;51;;;;51;27;36;36;61;61;52;;69;;;51;43;;22.0;;24;;;23;;21;;25;
389;Christian Lenze;Eintracht Francfort;24 Août 2005 ;182 cm;82 kg;Gauche;28;;;49;44;59;63;;61;49;;;;53;66;64;51;67;73;51;;73;;;47;42;;49.0;;41;;;24;;24;;23;
390;Dimo Wache;Mayence;24 Août 2005 ;194 cm;95 kg;Droit;31;;;30;22;22;21;;74;71;;;;65;22;31;22;77;86;88;;72;;;22;32;;25.0;;20;;;76;;74;;72;
391;Mathias Abel;Mayence;24 Août 2005 ;188 cm;80 kg;Droit;24;;;64;59;77;79;;83;69;;;;83;62;45;59;74;80;73;;72;;;85;59;;51.0;;26;;;20;;23;;24;
392;Manuel Friedrich;Mayence;24 Août 2005 ;189 cm;78 kg;Droit;25;;;49;41;74;82;;64;71;;;;55;22;51;43;66;73;73;;67;;;84;57;;31.0;;31;;;22;;23;;20;
393;Nikolce Noveski;Mayence;24 Août 2005 ;190 cm;87 kg;Gauche;26;;;43;42;77;76;;63;62;;;;52;47;58;39;71;78;79;;67;;;73;64;;62.0;;51;;;24;;23;;21;
394;Benjamin Weigelt;Mayence;24 Août 2005 ;182 cm;71 kg;Gauche;22;;;57;61;69;72;;80;54;;;;59;67;60;64;69;77;58;;69;;;67;61;;62.0;;34;;;22;;22;;25;
395;Fabian Gerber;Mayence;24 Août 2005 ;183 cm;76 kg;Droit;25;;;74;72;29;46;;62;57;;;;72;72;64;25;80;76;75;;75;;;53;72;;71.0;;73;;;20;;24;;22;
396;Christof Babatz;Mayence;24 Août 2005 ;178 cm;79 kg;Droit;30;;;71;64;68;58;;89;70;;;;66;61;72;66;74;83;83;;67;;;67;78;;74.0;;61;;;23;;25;;24;
397;Antonio da Silva;Mayence;24 Août 2005 ;178 cm;76 kg;Gauche;27;;;78;72;29;49;;78;69;;;;80;74;72;67;80;83;37;;76;;;33;71;;69.0;;57;;;23;;21;;24;
398;Petr Ruman;Mayence;24 Août 2005 ;183 cm;75 kg;Droit;28;;;71;55;41;46;;61;61;;;;62;57;73;67;61;75;62;;62;;;56;67;;64.0;;78;;;21;;24;;25;
399;Benjamin Auer;Mayence;24 Août 2005 ;186 cm;83 kg;Droit;24;;;70;72;31;42;;42;69;;;;71;59;67;31;70;80;83;;70;;;71;81;;77.0;;71;;;25;;22;;23;
400;Michael Thurk;Mayence;24 Août 2005 ;177 cm;65 kg;Droit;29;;;67;69;42;44;;81;65;;;;62;61;69;31;75;79;43;;76;;;67;63;;67.0;;71;;;22;;25;;22;
401;Jonas Sela;Mayence;24 Août 2005 ;186 cm;82 kg;Droit;21;;;27;25;21;22;;42;64;;;;67;21;20;24;62;61;54;;63;;;23;31;;23.0;;20;;;54;;55;;74;
402;Niclas Weiland;Mayence;24 Août 2005 ;180 cm;71 kg;Droit;33;;;67;68;33;41;;62;69;;;;57;67;71;26;80;78;63;;80;;;59;66;;71.0;;62;;;22;;20;;24;
403;Ranisav Jovanovic;Mayence;24 Août 2005 ;191 cm;78 kg;Gauche;24;;;63;71;31;51;;62;53;;;;61;61;50;41;71;79;78;;79;;;74;71;;70.0;;51;;;20;;23;;24;
404;Christian Wetklo;Mayence;24 Août 2005 ;190 cm;93 kg;Droit;25;;;33;20;23;24;;60;50;;;;40;23;25;33;77;78;88;;72;;;22;35;;22.0;;20;;;59;;60;;66;
405;Otto Addo;Mayence;24 Août 2005 ;189 cm;78 kg;Droit;30;;;66;78;51;41;;55;75;;;;68;52;74;67;79;74;61;;75;;;39;58;;52.0;;57;;;23;;25;;24;
406;Tom Geißler;Mayence;24 Août 2005 ;174 cm;74 kg;Droit;21;;;66;73;31;55;;70;60;;;;50;57;68;62;85;74;44;;85;;;44;62;;59.0;;63;;;23;;25;;23;
407;Christian Demirtas;Mayence;24 Août 2005 ;174 cm;67 kg;Droit;21;;;51;61;63;67;;85;66;;;;52;56;53;51;72;75;55;;70;;;57;58;;57.0;;31;;;22;;22;;22;
408;Támás Bódog;Mayence;24 Août 2005 ;189 cm;85 kg;Droit;34;;;62;49;72;77;;80;50;;;;80;55;65;69;72;77;80;;80;;;74;60;;51.0;;31;;;21;;20;;22;
409;Connor Casey;Mayence;24 Août 2005 ;188 cm;86 kg;Droit;24;;;71;54;31;37;;79;66;;;;63;52;59;43;79;77;87;;72;;;82;68;;64.0;;75;;;23;;24;;24;
410;Milorad Pekovic;Mayence;24 Août 2005 ;189 cm;84 kg;Gauche;28;;;74;67;31;44;;77;62;;;;62;61;69;67;64;78;79;;64;;;39;57;;61.0;;53;;;23;;22;;23;
411;Dennis Weiland;Mayence;24 Août 2005 ;178 cm;70 kg;Gauche;30;;;62;67;29;39;;81;41;;;;80;62;67;61;80;72;49;;84;;;63;60;;61.0;;52;;;25;;23;;22;
412;Marco Rose;Mayence;24 Août 2005 ;187 cm;83 kg;Gauche;28;;;64;51;72;74;;65;54;;;;62;62;66;62;74;80;80;;74;;;71;52;;57.0;;34;;;22;;21;;24;
413;Oliver Kahn;Bayern Munich;8 Octobre 2004 ;188 cm;90 kg;Droit;35;;;25;35;23;35;;98;98;;;;50;35;35;24;61;87;93;;65;;;35;35;;;;35;;;96;;96;;93;
414;Willy Sagnol;Bayern Munich;8 Octobre 2004 ;180 cm;78 kg;Droit;27;;;85;75;89;95;;75;95;;;;75;85;65;85;91;85;75;;90;;;77;63;;;;55;;;20;;21;;20;
415;Samuel Osei Kuffour;Bayern Munich;8 Octobre 2004 ;178 cm;75 kg;Droit;28;;;50;43;90;87;;98;91;;;;84;36;46;33;85;92;92;;85;;;82;44;;;;41;;;25;;34;;24;
416;Lucio;Bayern Munich;8 Octobre 2004 ;188 cm;81 kg;Droit;26;;;85;70;93;96;;90;93;;;;95;50;68;50;95;95;89;;88;;;95;88;;;;83;;;28;;34;;25;
417;Hasan Salihamidzic;Bayern Munich;8 Octobre 2004 ;180 cm;78 kg;Droit;27;;;79;81;35;35;;70;73;;;;50;76;73;50;75;94;79;;75;;;35;50;;;;50;;;26;;28;;33;
418;Torsten Frings;Bayern Munich;8 Octobre 2004 ;182 cm;80 kg;Droit;27;;;88;76;77;85;;80;87;;;;70;74;85;89;76;95;88;;72;;;67;87;;;;77;;;33;;30;;30;
419;Sebastian Deisler;Bayern Munich;8 Octobre 2004 ;182 cm;78 kg;Droit;24;;;92;91;40;40;;50;89;;;;90;90;92;80;82;83;75;;80;;;40;80;;;;90;;;20;;23;;25;
420;Michael Ballack;Bayern Munich;8 Octobre 2004 ;189 cm;80 kg;Droit;28;;;90;87;76;87;;88;97;;;;70;85;94;87;75;94;95;;75;;;96;86;;;;95;;;22;;33;;28;
421;Zé Roberto;Bayern Munich;8 Octobre 2004 ;172 cm;71 kg;Gauche;30;;;94;95;30;40;;34;70;;;;70;87;86;45;85;83;56;;83;;;30;50;;;;65;;;33;;28;;25;
422;Claudio Pizarro;Bayern Munich;8 Octobre 2004 ;184 cm;79 kg;Droit;26;;;80;75;25;35;;50;76;;;;70;35;50;40;74;70;80;;78;;;90;85;;;;85;;;22;;25;;26;
423;Roy Makaay;Bayern Munich;8 Octobre 2004 ;188 cm;75 kg;Droit;29;;;90;85;20;32;;30;85;;;;98;65;68;35;97;79;80;;97;;;97;97;;;;97;;;30;;22;;20;
424;Owen Hargreaves;Bayern Munich;8 Octobre 2004 ;180 cm;73 kg;Droit;23;;;83;78;85;85;;75;87;;;;85;65;86;81;92;90;70;;93;;;57;75;;;;75;;;35;;28;;27;
425;Vahid Hashemian;Bayern Munich;8 Octobre 2004 ;182 cm;78 kg;Droit;28;;;77;70;30;30;;50;84;;;;77;65;65;60;87;78;85;;90;;;97;86;;;;81;;;34;;21;;28;
426;Michael Rensing;Bayern Munich;8 Octobre 2004 ;187 cm;86 kg;Droit;20;;;22;35;26;35;;30;50;;;;85;35;35;31;35;30;41;;35;;;35;35;;;;35;;;65;;65;;65;
427;Bastian Schweinsteiger;Bayern Munich;8 Octobre 2004 ;180 cm;76 kg;Droit;20;;;83;82;72;69;;65;78;;;;75;67;75;60;75;78;65;;70;;;43;75;;;;85;;;36;;32;;22;
428;Martín Demichelis;Bayern Munich;8 Octobre 2004 ;184 cm;80 kg;Droit;23;;;61;35;80;83;;97;84;;;;50;35;65;70;60;70;90;;65;;;83;35;;;;35;;;26;;32;;26;
429;José Paolo Guerrero;Bayern Munich;8 Octobre 2004 ;183 cm;72 kg;Droit;20;;;65;65;20;20;;23;61;;;;46;30;35;26;70;40;48;;70;;;70;70;;;;70;;;23;;22;;20;
430;Tobias Rau;Bayern Munich;8 Octobre 2004 ;177 cm;69 kg;Gauche;22;;;70;65;70;65;;70;70;;;;85;65;65;60;50;70;60;;65;;;35;35;;;;35;;;27;;29;;21;
431;Andreas Görlitz;Bayern Munich;8 Octobre 2004 ;179 cm;74 kg;Droit;22;;;54;71;77;82;;56;55;;;;65;78;70;54;65;67;61;;60;;;35;35;;;;35;;;20;;26;;25;
432;Mehmet Scholl;Bayern Munich;8 Octobre 2004 ;176 cm;69 kg;Droit;33;;;89;85;20;25;;26;65;;;;80;65;85;60;45;60;33;;45;;;35;75;;;;88;;;35;;32;;32;
433;Piotr Trochowski;Bayern Munich;8 Octobre 2004 ;168 cm;68 kg;Droit;20;;;70;70;21;25;;41;50;;;;70;65;70;50;75;68;35;;75;;;35;70;;;;75;;;24;;27;;20;
434;Robert Kovac;Bayern Munich;8 Octobre 2004 ;182 cm;78 kg;Droit;30;;;49;35;85;76;;95;80;;;;75;35;35;70;73;85;83;;78;;;85;35;;;;35;;;24;;30;;31;
435;Thomas Linke;Bayern Munich;8 Octobre 2004 ;183 cm;77 kg;Gauche;34;;;50;35;91;92;;85;70;;;;75;35;35;60;60;80;85;;60;;;75;35;;;;35;;;26;;27;;33;
436;Roque Santa Cruz;Bayern Munich;8 Octobre 2004 ;189 cm;80 kg;Droit;23;;;80;80;28;34;;88;92;;;;92;62;65;41;80;86;80;;80;;;80;75;;;;75;;;36;;33;;27;
437;Jens Jeremies;Bayern Munich;8 Octobre 2004 ;177 cm;76 kg;Droit;30;;;75;47;85;85;;95;75;;;;50;44;71;75;65;85;85;;60;;;79;84;;;;49;;;20;;34;;23;
438;Timo Hildebrand;VfB Stuttgart;8 Octobre 2004 ;185 cm;77 kg;Droit;25;;;51;35;36;35;;70;88;;;;80;35;54;74;69;78;83;;67;;;35;74;;;;35;;;82;;87;;92;
439;Andreas Hinkel;VfB Stuttgart;8 Octobre 2004 ;183 cm;74 kg;Droit;22;;;84;84;87;89;;64;84;;;;73;88;77;72;93;80;85;;89;;;57;60;;;;57;;;23;;22;;26;
440;Markus Babbel;VfB Stuttgart;8 Octobre 2004 ;190 cm;81 kg;Droit;32;;;71;39;86;91;;73;82;;;;85;68;63;73;70;74;76;;81;;;91;79;;;;54;;;21;;22;;23;
441;Fernando Meira;VfB Stuttgart;8 Octobre 2004 ;190 cm;85 kg;Droit;26;;;86;71;88;91;;72;78;;;;64;75;75;86;75;82;86;;80;;;89;76;;;;52;;;33;;32;;24;
442;Philipp Lahm;VfB Stuttgart;8 Octobre 2004 ;170 cm;62 kg;Droit;20;;;86;87;82;84;;73;82;;;;81;88;83;70;93;74;64;;92;;;44;62;;;;67;;;32;;32;;34;
443;Zvonimir Soldo;VfB Stuttgart;8 Octobre 2004 ;189 cm;85 kg;Droit;36;;;78;43;88;92;;74;92;;;;63;56;84;84;38;70;88;;56;;;97;76;;;;66;;;32;;28;;22;
444;Silvio Meißner;VfB Stuttgart;8 Octobre 2004 ;176 cm;76 kg;Droit;31;;;72;54;73;84;;64;73;;;;54;72;72;77;61;86;84;;65;;;86;84;;;;80;;;32;;23;;24;
445;Aliaksandr Hleb;VfB Stuttgart;8 Octobre 2004 ;182 cm;69 kg;Gauche;23;;;92;95;30;49;;79;61;;;;64;85;81;69;94;80;50;;93;;;32;70;;;;77;;;33;;22;;35;
446;Horst Heldt;VfB Stuttgart;8 Octobre 2004 ;170 cm;68 kg;Gauche;34;;;79;72;30;67;;72;81;;;;76;75;80;82;51;58;72;;57;;;32;68;;;;76;;;24;;31;;27;
447;Imre Szabics;VfB Stuttgart;8 Octobre 2004 ;180 cm;75 kg;Droit;23;;;79;74;20;43;;58;81;;;;50;74;66;55;78;70;82;;79;;;67;87;;;;84;;;27;;32;;30;
448;Kevin Kuranyi;VfB Stuttgart;8 Octobre 2004 ;189 cm;80 kg;Droit;22;;;85;83;42;63;;70;83;;;;67;80;80;67;85;87;80;;86;;;93;78;;;;79;;;35;;26;;34;
449;Christian Tiffert;VfB Stuttgart;8 Octobre 2004 ;183 cm;75 kg;Droit;22;;;82;81;55;78;;86;69;;;;55;83;81;78;88;81;74;;89;;;70;84;;;;80;;;26;;28;;27;
450;Dirk Heinen;VfB Stuttgart;8 Octobre 2004 ;187 cm;84 kg;Droit;33;;;33;35;24;35;;55;40;;;;60;35;35;28;35;40;64;;35;;;35;35;;;;35;;;69;;70;;70;
451;Marco Streller;VfB Stuttgart;8 Octobre 2004 ;195 cm;82 kg;Gauche;23;;;77;68;28;28;;63;77;;;;67;59;57;47;73;77;73;;78;;;67;76;;;;77;;;35;;28;;31;
452;Boris Zivkovic;VfB Stuttgart;8 Octobre 2004 ;182 cm;80 kg;Droit;28;;;60;41;82;81;;87;63;;;;53;47;62;77;63;81;83;;66;;;85;66;;;;48;;;21;;26;;28;
453;Cacau;VfB Stuttgart;8 Octobre 2004 ;179 cm;74 kg;Droit;23;;;76;72;21;43;;67;74;;;;53;57;60;54;84;73;68;;85;;;58;67;;;;77;;;31;;32;;21;
454;Marco Caligiuri;VfB Stuttgart;8 Octobre 2004 ;180 cm;76 kg;Droit;20;;;50;45;40;40;;65;55;;;;58;50;65;54;60;72;69;;65;;;40;50;;;;40;;;22;;25;;26;
455;Matthieu Delpierre;VfB Stuttgart;8 Octobre 2004 ;193 cm;86 kg;Gauche;23;;;74;37;80;80;;76;69;;;;55;35;46;54;71;77;76;;79;;;79;44;;;;35;;;33;;34;;32;
456;Mario Gomez;VfB Stuttgart;8 Octobre 2004 ;189 cm;81 kg;Droit;19;;;64;60;40;35;;68;45;;;;54;45;61;49;76;64;69;;73;;;79;71;;;;75;;;29;;23;;23;
457;Jurica Vranjes;VfB Stuttgart;8 Octobre 2004 ;186 cm;70 kg;Droit;24;;;73;50;57;76;;61;69;;;;56;65;77;87;54;60;72;;69;;;84;74;;;;67;;;23;;30;;26;
458;Hakan Yakin;VfB Stuttgart;8 Octobre 2004 ;180 cm;78 kg;Gauche;27;;;81;76;38;56;;76;73;;;;58;79;91;81;70;59;69;;72;;;55;76;;;;77;;;25;;22;;27;
459;Heiko Gerber;VfB Stuttgart;8 Octobre 2004 ;181 cm;75 kg;Gauche;32;;;71;50;69;77;;73;67;;;;66;76;73;79;75;77;70;;75;;;63;76;;;;54;;;35;;28;;30;
460;Martin Stranzl;VfB Stuttgart;8 Octobre 2004 ;190 cm;80 kg;Droit;24;;;73;56;80;86;;69;65;;;;59;69;67;81;80;75;76;;82;;;80;66;;;;53;;;31;;32;;26;
461;Emanuel Centurión;VfB Stuttgart;8 Octobre 2004 ;171 cm;65 kg;Gauche;22;;;76;74;40;35;;50;49;;;;53;62;70;56;76;45;43;;78;;;29;56;;;;58;;;30;;28;;28;
462;Ivan Stojanov;VfB Stuttgart;8 Octobre 2004 ;176 cm;69 kg;Droit;21;;;75;73;30;35;;49;58;;;;61;69;72;62;73;50;44;;74;;;30;59;;;;62;;;26;;22;;27;
463;Hans-Jörg Butt;Bayer Leverkusen;8 Octobre 2004 ;191 cm;91 kg;Droit;30;;;26;35;34;35;;51;66;;;;75;35;45;40;35;49;74;;35;;;35;44;;;;65;;;86;;83;;83;
464;Juan;Bayer Leverkusen;8 Octobre 2004 ;181 cm;73 kg;Droit;25;;;76;61;85;85;;87;91;;;;81;56;77;74;78;81;81;;79;;;96;68;;;;63;;;31;;36;;30;
465;Jens Nowotny;Bayer Leverkusen;8 Octobre 2004 ;187 cm;87 kg;Droit;30;;;79;45;92;90;;80;75;;;;90;45;70;80;58;80;85;;61;;;88;70;;;;47;;;25;;33;;28;
466;José Vitor Roque Junior;Bayer Leverkusen;8 Octobre 2004 ;186 cm;73 kg;Droit;28;;;82;51;82;81;;70;73;;;;70;54;70;75;75;77;74;;75;;;86;77;;;;57;;;21;;35;;24;
467;Paul Freier;Bayer Leverkusen;8 Octobre 2004 ;180 cm;81 kg;Droit;25;;;88;92;38;47;;62;82;;;;90;89;83;74;87;67;70;;90;;;36;71;;;;76;;;28;;31;;25;
468;Bernd Schneider;Bayer Leverkusen;8 Octobre 2004 ;176 cm;74 kg;Droit;30;;;89;84;50;70;;70;86;;;;75;86;87;80;83;74;65;;85;;;34;73;;;;81;;;33;;30;;29;
469;Carsten Ramelow;Bayer Leverkusen;8 Octobre 2004 ;185 cm;80 kg;Droit;30;;;78;36;89;90;;89;88;;;;80;53;73;87;53;91;89;;56;;;88;71;;;;60;;;30;;21;;27;
470;Jacek Krzynówek;Bayer Leverkusen;8 Octobre 2004 ;180 cm;73 kg;Gauche;28;;;84;85;47;63;;62;76;;;;67;87;83;81;80;81;76;;81;;;48;81;;;;70;;;23;;29;;30;
471;Robson Ponte;Bayer Leverkusen;8 Octobre 2004 ;174 cm;69 kg;Droit;27;;;86;85;45;54;;60;70;;;;60;80;85;74;83;70;70;;85;;;45;85;;;;84;;;36;;32;;28;
472;França;Bayer Leverkusen;8 Octobre 2004 ;183 cm;70 kg;Droit;28;;;92;85;30;35;;60;74;;;;55;72;84;54;80;65;66;;84;;;63;75;;;;82;;;30;;29;;29;
473;Dimitar Berbatov;Bayer Leverkusen;8 Octobre 2004 ;188 cm;79 kg;Droit;23;;;87;79;40;35;;69;70;;;;60;60;62;68;76;70;73;;78;;;90;77;;;;83;;;32;;24;;21;
474;Andrej Voronin;Bayer Leverkusen;8 Octobre 2004 ;179 cm;75 kg;Droit;25;;;85;76;41;52;;77;70;;;;60;66;66;63;89;75;75;;90;;;62;73;;;;72;;;36;;25;;30;
475;Hanno Balitsch;Bayer Leverkusen;8 Octobre 2004 ;181 cm;73 kg;Droit;23;;;71;62;70;83;;86;70;;;;60;67;69;66;62;70;50;;72;;;58;68;;;;52;;;29;;32;;25;
476;Diego Placente;Bayer Leverkusen;8 Octobre 2004 ;176 cm;72 kg;Gauche;27;;;80;73;70;86;;86;60;;;;55;72;77;72;84;70;60;;86;;;48;63;;;;53;;;34;;21;;24;
477;Tom Starke;Bayer Leverkusen;8 Octobre 2004 ;194 cm;91 kg;Droit;23;;;32;35;34;35;;40;50;;;;58;35;35;36;35;50;70;;35;;;35;35;;;;35;;;53;;54;;65;
478;Marko Babic;Bayer Leverkusen;8 Octobre 2004 ;186 cm;72 kg;Gauche;23;;;78;85;65;63;;80;67;;;;55;90;72;71;86;60;70;;87;;;59;70;;;;65;;;23;;33;;25;
479;René Adler;Bayer Leverkusen;8 Octobre 2004 ;189 cm;80 kg;Droit;19;;;32;35;29;35;;30;55;;;;35;35;35;20;42;60;20;;35;;;35;35;;;;35;;;50;;70;;65;
480;Jan-Ingwer Callsen-Bracker;Bayer Leverkusen;8 Octobre 2004 ;187 cm;81 kg;Droit;20;;;54;30;64;59;;50;56;;;;55;35;40;44;35;60;60;;57;;;62;35;;;;32;;;20;;22;;23;
481;Kenan Sahin;Bayer Leverkusen;8 Octobre 2004 ;184 cm;76 kg;Droit;19;;;65;66;28;37;;42;52;;;;55;57;69;46;57;54;50;;64;;;61;57;;;;72;;;20;;22;;23;
482;Radoslaw Kaluzny;Bayer Leverkusen;8 Octobre 2004 ;192 cm;83 kg;Droit;30;;;66;35;79;67;;86;60;;;;55;49;44;70;45;70;76;;46;;;82;71;;;;50;;;33;;23;;30;
483;Sezer Öztürk;Bayer Leverkusen;8 Octobre 2004 ;174 cm;70 kg;Droit;18;;;66;61;23;24;;39;63;;;;57;48;68;61;57;47;52;;59;;;41;44;;;;67;;;23;;21;;22;
484;Teddy Lucic;Bayer Leverkusen;8 Octobre 2004 ;186 cm;78 kg;Gauche;31;;;56;40;77;78;;60;52;;;;44;35;65;58;45;70;91;;47;;;75;65;;;;35;;;27;;28;;29;
485;Daniel Bierofka;Bayer Leverkusen;8 Octobre 2004 ;178 cm;72 kg;Gauche;25;;;77;88;52;62;;73;70;;;;60;84;74;61;90;70;80;;92;;;45;72;;;;77;;;24;;34;;29;
486;Clemens Fritz;Bayer Leverkusen;8 Octobre 2004 ;183 cm;77 kg;Droit;23;;;70;68;30;44;;60;60;;;;50;65;66;67;65;60;60;;68;;;46;54;;;;65;;;22;;21;;30;
487;Jermaine Jones;Bayer Leverkusen;8 Octobre 2004 ;184 cm;80 kg;Droit;22;;;73;79;32;35;;68;73;;;;51;64;52;51;91;81;68;;92;;;62;68;;;;62;;;24;;22;;33;
488;Guillaume Warmuz;Borussia Dortmund;8 Octobre 2004 ;187 cm;84 kg;Droit;34;;;31;35;29;35;;50;65;;;;60;35;35;28;35;58;63;;35;;;35;35;;;;35;;;76;;74;;74;
489;Evanilson;Borussia Dortmund;8 Octobre 2004 ;181 cm;67 kg;Droit;29;;;82;73;71;75;;70;73;;;;70;80;81;79;81;61;62;;83;;;61;64;;;;64;;;35;;26;;28;
490;Christian Wörns;Borussia Dortmund;8 Octobre 2004 ;184 cm;80 kg;Droit;32;;;65;56;94;92;;92;65;;;;82;60;83;50;82;84;84;;81;;;85;75;;;;78;;;35;;31;;28;
491;Christoph Metzelder;Borussia Dortmund;8 Octobre 2004 ;193 cm;84 kg;Droit;23;;;71;33;94;90;;81;84;;;;85;35;72;69;78;86;89;;79;;;90;50;;;;44;;;27;;32;;32;
492;Niclas Jensen;Borussia Dortmund;8 Octobre 2004 ;180 cm;77 kg;Gauche;30;;;80;72;74;78;;50;81;;;;55;86;82;79;65;87;76;;70;;;67;50;;;;69;;;21;;36;;27;
493;Sebastian Kehl;Borussia Dortmund;8 Octobre 2004 ;188 cm;80 kg;Gauche;24;;;81;65;78;83;;95;80;;;;76;59;74;75;45;79;70;;45;;;77;68;;;;69;;;23;;35;;35;
494;Tomás Rosicky;Borussia Dortmund;8 Octobre 2004 ;175 cm;67 kg;Droit;24;;;93;92;68;68;;75;92;;;;92;81;94;78;80;69;47;;78;;;55;65;;;;91;;;25;;34;;32;
495;Dédé;Borussia Dortmund;8 Octobre 2004 ;176 cm;69 kg;Gauche;26;;;87;87;76;85;;72;77;;;;65;89;88;83;84;77;68;;83;;;56;75;;;;71;;;21;;27;;21;
496;Salvatore Gambino;Borussia Dortmund;8 Octobre 2004 ;175 cm;69 kg;Droit;20;;;75;87;45;40;;48;72;;;;56;68;76;61;67;62;43;;70;;;45;75;;;;77;;;28;;22;;27;
497;Jan Koller;Borussia Dortmund;8 Octobre 2004 ;202 cm;103 kg;Droit;31;;;76;70;37;65;;60;82;;;;80;67;79;58;67;81;93;;71;;;89;85;;;;81;;;31;;32;;32;
498;Ewerthon;Borussia Dortmund;8 Octobre 2004 ;172 cm;63 kg;Droit;23;;;78;89;36;42;;56;69;;;;73;77;71;54;84;77;49;;75;;;46;68;;;;87;;;20;;35;;29;
499;Otto Addo;Borussia Dortmund;8 Octobre 2004 ;189 cm;78 kg;Droit;29;;;62;76;68;35;;55;75;;;;68;35;72;55;79;74;61;;75;;;35;42;;;;68;;;31;;29;;35;
0;Lars Ricken;Borussia Dortmund;8 Octobre 2004 ;178 cm;72 kg;Droit;28;;;73;65;47;35;;63;57;;;;55;61;76;54;70;63;49;;67;;;35;63;;;;80;;;33;;34;;21;54
0;Roman Weidenfeller;Borussia Dortmund;8 Octobre 2004 ;188 cm;85 kg;Droit;24;;;32;35;29;35;;20;60;;;;51;35;35;27;46;59;70;;49;;;35;35;;;;35;;;74;;70;;82;40
0;André Bergdølmo;Borussia Dortmund;8 Octobre 2004 ;187 cm;78 kg;Gauche;32;;;63;50;82;75;;58;65;;;;76;74;67;45;62;74;76;;67;;;77;67;;;;51;;;23;;22;;23;71
0;Sunday Oliseh;Borussia Dortmund;8 Octobre 2004 ;183 cm;82 kg;Droit;30;;;82;59;73;88;;91;76;;;;53;35;87;78;37;85;90;;42;;;70;90;;;;76;;;33;;34;;23;71
0;Thiago;Borussia Dortmund;8 Octobre 2004 ;172 cm;65 kg;Droit;20;;;71;65;35;39;;45;46;;;;40;55;50;50;50;44;43;;72;;;44;48;;;;69;;;24;;22;;24;55
0;David Odonkor;Borussia Dortmund;8 Octobre 2004 ;174 cm;74 kg;Droit;20;;;62;72;36;45;;48;49;;;;48;63;44;45;93;71;67;;96;;;62;75;;;;69;;;23;;33;;23;45
0;Ahmed Reda Madouni;Borussia Dortmund;8 Octobre 2004 ;186 cm;86 kg;Droit;24;;;53;45;69;72;;53;63;;;;57;35;65;51;42;71;68;;52;;;64;35;;;;35;;;23;;23;;27;59
0;Florian Kringe;Borussia Dortmund;8 Octobre 2004 ;187 cm;83 kg;Gauche;22;;;79;69;62;80;;74;67;;;;67;66;71;70;43;81;65;;48;;;78;58;;;;65;;;34;;26;;20;62
0;Malte Metzelder;Borussia Dortmund;8 Octobre 2004 ;195 cm;88 kg;Droit;22;;;52;38;67;68;;60;62;;;;50;37;38;35;35;70;69;;75;;;67;45;;;;45;;;33;;32;;30;62
0;Sahr Senesie;Borussia Dortmund;8 Octobre 2004 ;173 cm;74 kg;Droit;19;;;73;72;30;35;;50;40;;;;54;35;67;50;65;40;50;;81;;;49;62;;;;72;;;30;;23;;28;50
0;Markus Brzenska;Borussia Dortmund;8 Octobre 2004 ;196 cm;87 kg;Droit;20;;;45;40;68;66;;84;47;;;;41;38;45;55;43;57;67;;60;;;67;41;;;;35;;;20;;31;;29;48
0;Sascha Rammel;Borussia Dortmund;8 Octobre 2004 ;178 cm;66 kg;Droit;19;;;51;50;68;61;;41;44;;;;73;66;60;59;80;52;49;;88;;;35;46;;;;46;;;24;;24;;23;42
